chunk_id,source_id,domain,source_title,author,translator,publication_year,citation,section_title,structural_locator,chunk_text,token_count,source_checksum,text_checksum,selection_rank,selection_class,selection_score,selection_rule_ids,matched_terms,eligible_concepts,hard_negative_category,selection_rationale,parser_warnings,review_flags,structure_report_action,ocr_noise_score,severe_ocr_noise,review_decision,reviewer,reviewed_at,review_notes,consciousness_label,self_identity_label,reality_appearance_label,primary_concept,secondary_concepts,hard_negative_for,hard_negative_category_reviewed,citation_verified,text_quality_status,ocr_review_status,edited_text
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:387d75f2bb318142c414abec,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"The idealistic tendency of Vijñânavâda Buddhism, Sâ@mkhya, and Mîmâ@msâ was manifest in its attempt at establishing the unique character of knowledge as being that with which alone we are in touch. But Vijñânavâda denied the external world, and thereby did violence to the testimony of knowledge. Sâ@mkhya admitted the external world but created a gulf between the content of knowledge and pure intelligence; Prabhâkara ignored this difference, and was satisfied with the introspective assertion that knowledge was such a unique thing that it revealed with itself, the knower and the known, Kumârila however admitted a transcendent element of movement as being the cause of our objective consciousness, but regarded this as being separate from self. But the question remained unsolved as to why, in spite of the unique character of knowledge, knowledge could relate itself to the world of objects, how far the world of external objects or of knowledge could be regarded as absolutely true. Hitherto judgments were only relative, either referring to one's being prompted to the objective world, to the faithfulness of the representation of objects, the suitability of fulfilling our requirements, or to verification by later",217,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,6ab0d6a1c87b11286c7d561e8a80a5b7a840218eba70f425b00d08cc3eb68dcc,179,positive,27.681828,dasgupta_prakriti | concept_lexical:self_identity | concept_lexical:reality_appearance,consciousness | representation | objective world | manifest | self | world | knowledge | true,self_identity | reality_appearance,,"class=positive; eligible_concepts=self_identity, reality_appearance; source_rules=dasgupta_prakriti; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.006817,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=partial, reality_appearance=partial. Citation metadata is internally consistent.",positive,partial,partial,consciousness,reality_appearance|self_identity,,,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:4350792a01f98a328f637848,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"It is only due to mâyâ (illusion) that the phenomena appear in their twofold aspect as subject and object. This must always be regarded as an appearance (samv@rtisatyatâ) whereas in the real aspect we could never say whether they existed (bhâva) or did not exist [Footnote ref 3].

________________________________________________________________

[Footnote 1: Pañcâvatârasûtra, p. 44.]

[Footnote 2: Ibid., pp. 50-55.]

[Footnote 3: Asa@nga's Mahâyânasûtrâla@mkâra, pp. 58-59.]

147

All phenomena both being and non-being are illusory (sadasanta@h mâyopamâ@h). When we look deeply into them we find that there is an absolute negation of all appearances, including even all negations, for they are also appearances. This would make the ultimate truth positive. But this is not so, for it is that in which the positive and negative are one and the same (bhâvâbhâvasamânatâ) [Footnote ref 1]. Such a state which is complete in itself and has no name and no substance had been described in the La@nkâvatârasûtra as thatness (tathatâ) [Footnote ref 2]. This state is also described in another place in the La@nkâvatâra as voidness (s'ûnyatâ) which is one and has no origination and no essence [Footnote ref 3]. In another place it is also designated as tathâgatagarbha [Footnote ref 4].",278,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,ce1ba96826e4d93e7af60f500a9a9fe5d607861f0c216b9fa9fad2a5a18b89fc,180,positive,27.892881,concept_lexical:reality_appearance,real | appearance | illusion | illusory | subject and object | subject | object,reality_appearance,,class=positive; eligible_concepts=reality_appearance; review_flags=source_specific_preprocessing,,source_specific_preprocessing,source_specific_preprocessing,0.035712,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,Included: substantive and understandable passage serving reality_appearance=positive. Citation metadata is internally consistent.,negative,negative,positive,reality_appearance,,,,yes,acceptable,acceptable,
science_herzog_kammer_scharnowski_2016_time_slices:chunk:f03f3f431b93ba6931939341,science_herzog_kammer_scharnowski_2016_time_slices,science,Time Slices: What Is the Duration of a Percept?,Michael H. Herzog; Thomas Kammer; Frank Scharnowski,,2016,Michael H. Herzog; Thomas Kammer; Frank Scharnowski. Time Slices: What Is the Duration of a Percept?. 2016,,,"We experience the world as a seamless stream of percepts. However, intriguing illusions and recent experiments suggest that the world is not continuously translated into conscious perception. Instead, perception seems to operate in a discrete manner, just like movies appear continuous although they consist of discrete images. To explain how the temporal resolution of human vision can be fast compared to sluggish conscious perception, we propose a novel conceptual framework in which features of objects, such as their color, are quasi-continuously and unconsciously analyzed with high temporal resolution. Like other features, temporal features, such as duration, are coded as quantitative labels. When unconscious processing is “completed,” all features are simultaneously rendered conscious at discrete moments in time, sometimes even hundreds of milliseconds after stimuli were presented.",147,3c797078a2781d2ed513d7c64f48f7740a923318b3813be399ec71313c536e71,4678007b01fa1de5fc4e9af8ad63a8ff3c7798ae451011f83bd5afb67d2bb5ea,181,positive,26.662338,herzog_conscious_perception | concept_lexical:consciousness | concept_lexical:reality_appearance,conscious | experience | perception | unconscious | world | percept | temporal,consciousness | reality_appearance,,"class=positive; eligible_concepts=consciousness, reality_appearance; source_rules=herzog_conscious_perception; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.008766,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, reality_appearance=positive. Citation metadata is internally consistent.",positive,negative,positive,consciousness,reality_appearance,,,yes,acceptable,clean,
science_limanowski_blankenburg_2013_minimal_self_models:chunk:d402751713e88d1902467656,science_limanowski_blankenburg_2013_minimal_self_models,science,Minimal Self-Models and the Free Energy Principle,Jakub Limanowski; Felix Blankenburg,,2013,Jakub Limanowski; Felix Blankenburg. Minimal Self-Models and the Free Energy Principle. 2013,,,"The predictive coding account suggests that, as stimuli can usually be caused “in an infinite number of ways” (Brown and Friston, 2012 ), there are several competing explanations of the sensory input between which the brain needs to decide. In the case of the RHI, these are coded by the probabilities of the actual hand, or the dummy hand being “me” (Apps and Tsakiris, 2013 ). One explanation, or model, of the sensory input is that vision and touch occur at different locations (the “true” model, Hohwy, 2010 ). However, during the RHI, spatially distributed observed and felt touch are “bound together” by causal inference (Hohwy, 2012 ): this “false” model (that observed and felt touch occur at the same location, namely, one’s own hand) is selected because it more successfully explains the incoming prediction error in favor of a unified self (see also Schwabe and Blanke, 2008 ; Hohwy, 2010 ; Hohwy and Paton, 2010 ). This is a crucial point, because predictive coding is a “winner takes all” strategy (Hohwy, 2007 , 2010 ): there is always one model that has the lowest amount of free energy (the highest model evidence) among all possible models of the sensory input (Friston et al., 2012 ; Apps and Tsakiris, 2013 ; Clark, 2013 ), and this model is selected as the explanation for the world. This model does not have to be “true”, just a better explanation of the sensory input than competing models (Friston et al., 2012 ). As minimizing surprise is the same as maximizing model-evidence (where model-evidence is evidence for the agent’s existence), the agent, or self, in its present form will cease to exist if another model has to be chosen as a better explanation of sensory input (Hohwy, 2010 ; Friston, 2011 ): “I” (i.e., the embodied model of the world) will only exist “iff (sic) I am a veridical model of my environment” (Friston, 2011 ).",416,68d1ffd21c79f2cbe397c4f53269b6f90eb3a1fba1e163c6257884751bdfb27d,3fce65edc3d315c9e7626f3e992de6c34c62dfecb51c63d563213163611222b0,182,positive,26.24311,limanowski_minimal_self | limanowski_perception_reality | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,self | minimal self | brain | sensory | world | error | false | true | existence | predictive | inference,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=limanowski_minimal_self, limanowski_perception_reality; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.025689,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=partial, reality_appearance=positive. Citation metadata is internally consistent.",negative,partial,positive,reality_appearance,self_identity,,,yes,acceptable,clean,
science_limanowski_blankenburg_2013_minimal_self_models:chunk:c8105acfe177e0966dd71a21,science_limanowski_blankenburg_2013_minimal_self_models,science,Minimal Self-Models and the Free Energy Principle,Jakub Limanowski; Felix Blankenburg,,2013,Jakub Limanowski; Felix Blankenburg. Minimal Self-Models and the Free Energy Principle. 2013,,,"The key premise of the FEP is that self-organizing organisms have to resist the natural tendency to disorder that is implied by the second law of thermodynamics, i.e., they have to “maintain their states and form in the face of a constantly changing environment” (Friston, 2010 ). Organisms do so by avoiding surprise associated with their sensory states (Friston et al., 2011 , 2012 ; Friston, 2012a , b ), which in turn will result in a (desired) state where the world is highly predictable. The FEP proposes that the brain infers the hidden causes of the environment via the inversion of hierarchical generative models that predict their sensory consequences (Friston, 2010 ; Bastos et al., 2012 ), with higher levels encoding increasingly abstract and information-integrating conceptions of the world (Fotopoulou, 2012 ; Clark, 2013 ). Importantly, as biological organisms are embodied in the environment, the “world-model” of a self-organizing system also has to include the sensory apparatus (the body) of the organism (Friston, 2012b ; Friston et al., 2012 ; Clark, 2013 ). In agreement with the Good Regulator theorem (Conant and Ashby, 1970 ; Edelman, 2008 ; Friston et al., 2012 ), which states that every good regulator of a system will ultimately become a model of that system, the FEP thus proposes as a consequence of hierarchical predictive modeling that “I model myself as existing” (Friston, 2011 , 2013b ). We will later highlight that this conforms nicely to accounts of minimal selfhood, whereby the self is perceived as a result of dynamic self-modeling mechanisms (Metzinger, 2004a ; Hohwy, 2007 ).",330,68d1ffd21c79f2cbe397c4f53269b6f90eb3a1fba1e163c6257884751bdfb27d,2c0b0a3362a60e2854295abb474c3b5657502c8382031dae30817b5738255644,183,positive,25.938435,limanowski_minimal_self | limanowski_perception_reality | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,self | selfhood | minimal self | brain | sensory | world | body | predictive,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=limanowski_minimal_self, limanowski_perception_reality; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.031156,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",negative,positive,positive,self_identity,reality_appearance,,,yes,acceptable,acceptable,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:047ea3d0058d8c2ff0aeaf85,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"The chief points in which the two systems sketched above agree on the one hand and diverge on the other may be shortly stated as follows.—Both systems teach advaita, i.e. non-duality or monism.

There exist not several fundamentally distinct principles, such as the prakriti and the purushas of the Sâ@nkhyas, but there exists only one all-embracing being.

While, however, the advaita taught by Sa@nkara is a rigorous, absolute one, Râmânuja's doctrine has to be characterised as visishta advaita, i.e. qualified non-duality, non-duality with a difference.

According to Sankara, whatever is, is Brahman, and Brahman itself is absolutely homogeneous, so that all difference and plurality must be illusory.

According to Râmânuja also, whatever is, is Brahman; but Brahman is not of a homogeneous nature, but contains within itself elements of plurality owing to which it truly manifests itself in a diversified world.

The world with its variety of material forms of existence and individual souls is not unreal Mâyâ, but a real part of Brahman's nature, the body investing the universal Self.

The Brahman of Sa@nkara is in itself impersonal, a homogeneous mass of objectless thought, transcending all attributes; a personal God it becomes only through its association with the unreal principle of Mâyâ, so that—strictly speaking—Sa@nkara's personal God, his Îsvara, is himself something unreal.",281,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,1e0cd26e20f8ff76a9c8765825c992b67219cc5cd8b3ec1f5415a0526de140e1,184,positive,26.864347,vedanta_sutras_brahman_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,real | illusory | prakriti | self | world | existence | body | brahman,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.013565,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=partial, reality_appearance=positive. Citation metadata is internally consistent.",negative,partial,positive,reality_appearance,self_identity,,,yes,acceptable,acceptable,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:f632d3d10db109d28f4a8e72,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"The sâstra's purport is not to represent Brahman definitely as this or that object, its purpose is rather to show that Brahman as the eternal subject (pratyagâtman, the inward Self) is never an object, and thereby to remove the distinction of objects known, knowers, acts of knowledge, &c., which is fictitiously created by Nescience.

Accordingly the sâstra says, 'By whom it is not thought by him it is thought, by whom it is thought he does not know it; unknown by those who know it, it is known by those who do not know it' (Ken.

Up.

II, 3); and 'Thou couldst not see the seer of sight, thou couldst not hear the hearer of hearing, nor perceive the perceiver of perception, nor know the knower of knowledge' (Bri.

Up.

III, 4, 2).

As thereby (i.e. by the knowledge derived from the sâstra) the imagination of the transitoriness of Release which is due to Nescience is discarded, and Release is shown to be of the nature of the eternally free Self, it cannot be charged with the imperfection of non-eternality.

Those, on the other hand, who consider Release to be something to be effected properly maintain that it depends on the action of mind, speech, or body.

So, likewise, those who consider it to be a mere modification.",274,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,562fdd8da90b0f2d944c0a7a95e234dceda9b21adff7640c10ddf28533bbf44f,185,positive,26.854595,vedanta_sutras_brahman_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,seer | self | subject | perception | mind | object | knowledge | body | brahman | knower,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.01454,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=positive, reality_appearance=partial. Citation metadata is internally consistent.",positive,positive,partial,self_identity,consciousness|reality_appearance,,,yes,acceptable,clean,
advaita_sankara_johnston_1946_crest_jewel:chunk:c5b81dfec57fc04a8bcaa203,advaita_sankara_johnston_1946_crest_jewel,advaita,The Crest-Jewel of Wisdom,"Sankaracarya, traditional attribution",Charles Johnston,1946,"Sankaracarya, traditional attribution. The Crest-Jewel of Wisdom and Other Writings of Sankaracharya. trans. Charles Johnston. 1946",,,"Soul-vision is either fluctuating or unwavering; this is its two-fold division in the heart. Fluctuating soul- vision is again two-fold; it ma}r consist either in things seen or heard.

This is the fluctuating soul-vision which consists in things seen: a meditating on consciousness as being merely the witness of the desires and passions that fill the mind.

This is the fluctuating soul-vision which consists in things heard: the constant thought that “I am the self, which is unattached, Being, Consciousness, Bliss, self- shining, secondless.” [ 25 ]

The forgetting of all images and words, through en¬ tering into the bliss of direct experience — this is un¬ wavering soul-vision, like a lamp set in a windless place.

Then, corresponding to the first, there is the soul- vision which strips off name and form from the element of pure Being, in everything whatever; now accom¬ plished outwardly, as it was before, in the heart.",199,9a9a7dea71a2d2a7f281604d4d086b336f60543610016c0621d89fc39a02e502,eba78ebbcb74e3e6be15a2fca5013686064bdb35c1e015e10862750d7d70af23,186,positive,26.847528,crest_jewel_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,consciousness | experience | witness | name and form | self | mind,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=crest_jewel_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.015247,false,exclude,GPT-5.6 Sol,2026-08-08T09:17:00+05:30,"Excluded in Advaita second-pass curation: soul-vision taxonomy is repetitive relative to stronger retained consciousness passages. Removed to reduce Advaita/source concentration while preserving stronger, less redundant Phase 1 coverage. Citation metadata remains usable.",positive,positive,partial,consciousness,self_identity|reality_appearance,,,yes,needs_edit,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:e3bf1c31f219342b1f10f3c7,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"133

action), producing misery (du@hkha); (2) by the appearance of an ego or of a perceiver; and (3) by the creation of an external world which does not exist in itself, independent of the perceiver. Conditioned by the unreal external world six kinds of phenomena arise in succession. The first phenomenon is intelligence (sensation); being affected by the external world the mind becomes conscious of the difference between the agreeable and the disagreeable. The second phenomenon is succession. Following upon intelligence, memory retains the sensations, agreeable as well as disagreeable, in a continuous succession of subjective states. The third phenomenon is clinging. Through the retention and succession of sensations, agreeable as well as disagreeable, there arises the desire of clinging. The fourth phenomenon is an attachment to names or ideas (sa@mjñâ), etc. By clinging the mind hypostatizes all names whereby to give definitions to all things. The fifth phenomenon is the performance of deeds (karma). On account of attachment to names, etc., there arise all the variations of deeds, productive of individuality. ""The sixth phenomenon is the suffering due to the fetter of deeds. Through deeds suffering arises in which the mind finds itself entangled and curtailed of its freedom."" All these phenomena have thus sprung forth through avidyâ.",257,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,ca8fc7498c6c750f1538703db25eb179d73145a0514027d42e6042c61ab931dd,187,positive,27.132442,dasgupta_purusha | dasgupta_buddhi_ahamkara | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,conscious | appearance | ego | individuality | mind | world | memory,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=dasgupta_purusha, dasgupta_buddhi_ahamkara; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.011756,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=partial, reality_appearance=positive. Citation metadata is internally consistent.",positive,partial,positive,reality_appearance,consciousness|self_identity,,,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:99ef240b7c27823113c8951e,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"[Footnote 1: See Dr Seal's Positive Sciences of the Hindus.]

330

changes the colour of a fruit is different from that which generates or changes the taste. Even when the colour and taste remain the same a particular kind of heat may change the smell. When grass eaten by cows is broken up into atoms special kinds of heat-light rays change its old taste, colour, touch and smell into such forms as those that belong to milk [Footnote ref 1].

In the Nyâya-Vais`e@sika system all action of matter on matter is thus resolved into motion. Conscious activity (prayatna) is distinguished from all forms of motion as against the Sâ@mkhya doctrine which considered everything other than puru@sa (intelligence) to arise in the course of cosmic evolution and therefore to be subject to vibratory motion.

The Origin of Knowledge (Pramâ@na).

The manner in which knowledge originates is one of the most favourite topics of discussion in Indian philosophy. We have already seen that Sâ@mkhya-Yoga explained it by supposing that the buddhi (place of consciousness) assumed the form of the object of perception, and that the buddhi so transformed was then intelligized by the reflection of the pure intelligence or puru@sa. The Jains regarded the origin of any knowledge as being due to a withdrawal of a veil of karma which was covering the all-intelligence of the self.",275,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,9e25ed1d4ae3db29a2c21457f47783282953b103d48103cfa176f17e54e88d41,188,positive,26.883961,dasgupta_purusha | dasgupta_buddhi_ahamkara | concept_lexical:consciousness | concept_lexical:self_identity,consciousness | conscious | self | subject | perception | buddhi | object | knowledge,consciousness | self_identity,,"class=positive; eligible_concepts=consciousness, self_identity; source_rules=dasgupta_purusha, dasgupta_buddhi_ahamkara; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.011604,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=partial. Citation metadata is internally consistent.",positive,partial,negative,consciousness,self_identity,,,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:426f1915b5a0cb6984dfbc27,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"____________________________________________________________________

[Footnote 1: See Prabhâkaramîmâ@msâ, by Dr Ga@nganâtha Jhâ.]

[Footnote 2: loc. cit. pp. 26-28.]

385

viparîtâkhyâti or anyathâkhyâti theory of illusion is accepted by the Nyâya, Vais'e@sika and the Yoga, the âkhyâti theory by Mîmâ@msâ and Sâ@mkhya and the âtmakhyâti by the Buddhists.

The commonest example of illusion in Indian philosophy is the illusory appearance of a piece of broken conch-shell as a piece of silver.

That such an illusion occurs is a fact which is experienced by all and agreed to by all.

The differences of view are with regard to its cause or its psychology.

The idealistic Buddhists who deny the existence of the external world and think that there are only the forms of knowledge, generated by the accumulated karma of past lives, hold that just as in the case of a correct perception, so also in the case of illusory perception it is the flow of knowledge which must be held responsible.

The flow of knowledge on account of the peculiarities of its own collocating conditions generates sometimes what we call right perception and sometimes wrong perception or illusion.

On this view nothing depends upon the so-called external data.

For they do not exist, and even if they did exist, why should the same data sometimes bring about the right perception and sometimes the illusion?

The flow of knowledge creates both the percept and the perceiver and unites them.

This is true both in the case of correct perception and illusory perception.",294,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,bd3b6610221c86c8b8afdbd1d009a55b11abb5487d9bc3e90f5b1ac1f4bb5419,189,positive,24.284853,concept_lexical:consciousness | concept_lexical:reality_appearance,cit | appearance | illusion | illusory | perception | world | knowledge | true | existence,consciousness | reality_appearance,,"class=positive; eligible_concepts=consciousness, reality_appearance; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.021515,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, reality_appearance=positive. Citation metadata is internally consistent.",positive,negative,positive,reality_appearance,consciousness,,,yes,acceptable,acceptable,
science_limanowski_blankenburg_2013_minimal_self_models:chunk:c74e854e807d5a8c0eff7612,science_limanowski_blankenburg_2013_minimal_self_models,science,Minimal Self-Models and the Free Energy Principle,Jakub Limanowski; Felix Blankenburg,,2013,Jakub Limanowski; Felix Blankenburg. Minimal Self-Models and the Free Energy Principle. 2013,,,"Generally, illusory percepts are well explained as a result of Bayes-optimal inference, i.e., arising from an interpretation of ambiguous sensory input under strong prior hypotheses (Friston, 2005b ; Brown and Friston, 2012 ; Apps and Tsakiris, 2013 ; Clark, 2013 ). Correspondingly, a combination of bottom-up input and modulatory top-down factors has been suggested to drive illusory ownership of body parts as experienced during the RHI (de Vignemont et al., 2005 ; Tsakiris and Haggard, 2005 ; de Preester and Tsakiris, 2009 ; Hohwy and Paton, 2010 ; Tsakiris, 2010 ). While congruent multisensory input seems crucial for the RHI (Botvinick and Cohen, 1998 ; Armel and Ramachandran, 2003 ; Ehrsson et al., 2004 , 2005 ; Hohwy and Paton, 2010 ; Petkova et al., 2011a ), there have been strong arguments for top-down “body representations” that define which objects (namely, only anatomically plausible hand-shaped objects, see e.g., Tsakiris and Haggard, 2005 ) can be incorporated during the RHI (de Vignemont et al., 2005 ; IJsselsteijn et al., 2006 ; Costantini and Haggard, 2007 ; Tsakiris et al., 2007 ; de Preester and Tsakiris, 2009 ). However, various inconsistent definitions of body representations may have lead to some confusion and thus prevented the emergence of a unifying theoretical account (de Vignemont, 2007 ; Longo et al., 2008 ; Apps and Tsakiris, 2013 ).",290,68d1ffd21c79f2cbe397c4f53269b6f90eb3a1fba1e163c6257884751bdfb27d,5ecf36e72b44ce3d2fd116a4db494aea7620bb502aed375db77fc5aacbb4fa38,190,positive,25.396518,limanowski_minimal_self | limanowski_perception_reality | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,illusory | self | minimal self | sensory | body | ownership | inference,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=limanowski_minimal_self, limanowski_perception_reality; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.035348,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=partial, reality_appearance=positive. Citation metadata is internally consistent.",partial,partial,positive,reality_appearance,self_identity|consciousness,,,yes,acceptable,acceptable,
science_petkova_ehrsson_2008_body_swapping:chunk:22157887e100646270ce7be5,science_petkova_ehrsson_2008_body_swapping,science,If I Were You: Perceptual Illusion of Body Swapping,Valeria I. Petkova; H. Henrik Ehrsson,,2008,Valeria I. Petkova; H. Henrik Ehrsson. If I Were You: Perceptual Illusion of Body Swapping. 2008,,,"Generalisation of body ownership from the stimulated body part to the rest of the body. The mean skin conductance responses (SCRs) for 13 participants when the abdomen of the mannequin was “threatened” with a knife after a period of synchronous or asynchronous visuo-tactile stimulation of the hands or the abdomen (the four conditions on the x axis). The SCR is significantly greater in the synchronous (illusion) conditions than in the control ones regardless of whether the hands or the abdomen were stimulated (p = .011 and p = .033, two tailed Wilcoxon Signed Ranks Test). Mean values and standard errors are displayed.",121,2acdef94a1891b392c5b2c9b2729c0187904949adc87ed112391dd4a6330c599,52c0b29ff7005edf8ddf8338e4eeb15ec1500aa5a40a23f227353d9e8a5d9ae3,191,positive,25.069396,petkova_body_ownership | petkova_illusion | concept_lexical:self_identity | concept_lexical:reality_appearance,illusion | body ownership | body | ownership | body swapping | perceptual,self_identity | reality_appearance,,"class=positive; eligible_concepts=self_identity, reality_appearance; source_rules=petkova_body_ownership, petkova_illusion; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.01806,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",partial,positive,positive,reality_appearance,self_identity|consciousness,,,yes,acceptable,clean,
